@relation train_10K-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P10

@attribute lucene numeric
@attribute inlink numeric
@attribute outlink numeric
@attribute valid {0,1}

@data
15.607887,193,113,1
6.265245,15,14,0
15.202422,4046,315,1
6.985488,3,20,0
15.607887,2049,200,1
8.674952,61,325,0
3.325897,4,45,0
3.325897,12,67,0
13.816128,358,79,1
8.61717,39,61,0
3.325897,22,258,0
3.325897,43,47,0
15.607887,1972,486,1
5.959504,10,37,0
15.607887,307,188,1
6.801249,291,40,0
6.655494,63045,1205,1
6.069265,0,12,0
5.352137,8,16,0
9.287119,41,54,0
5.518665,20,71,0
6.156025,31,38,0
15.607887,6136,318,1
9.05569,81,102,0
11.863736,1046,362,1
15.607887,1709,797,1
9.868094,2049,385,1
3.325897,9,7,0
6.633787,10,44,0
9.323753,10101,737,1
10.736514,307,104,1
9.068296,124,115,1
9.81031,8918,398,1
9.060385,2,15,0
5.123297,2,29,0
8.841696,1287,215,1
13.14917,485,314,1
6.404121,59,31,0
11.529342,3883,195,1
15.607887,674,119,1
14.103809,389,22,1
10.428916,0,0,1
5.699176,4,15,0
4.927979,14917,452,1
6.974607,8,10,0
15.607887,707,171,1
7.669798,1335,100,1
4.821878,1,3,0
6.33214,161,29,0
5.391221,1,6,0
15.607887,80,30,1
13.12298,419,266,1
8.869143,111,39,1
6.009483,13,14,0
12.663447,54,129,1
13.042937,330,18,1
7.052346,0,6,0
10.987828,4,27,0
13.903139,7,8,1
15.607887,11604,67,1
15.607887,3909,497,1
5.207947,47,58,0
4.335054,146,118,0
6.534123,6,14,0
15.607887,0,0,1
5.699176,122,30,0
6.174895,20,4,0
10.66268,33,24,0
6.48716,22,27,0
7.040052,1,4,0
7.008398,3,9,0
3.325897,2,12,0
5.773722,1,21,0
5.809528,80,47,0
5.703536,14494,1193,1
6.953053,39,105,0
8.645905,44,31,1
10.511073,0,0,1
7.180531,116,84,0
6.214112,4511,541,1
15.607887,6625,626,1
5.420627,15,20,0
10.893863,1765,316,1
9.289821,862,119,1
6.410018,2,13,0
7.66124,5,23,0
9.223474,249,111,1
6.353418,87,255,0
15.607887,475,156,1
3.325897,14,33,0
7.41149,62,77,0
7.112991,100,102,0
5.455218,0,1,0
9.156627,653,98,1
15.607887,0,0,0
15.607887,61549,792,1
11.043539,0,0,0
6.625369,1020,96,1
9.247448,20,35,0
10.698916,5,5,0
10.702612,0,0,1
15.202422,4046,315,1
15.607887,6230,409,1
5.123297,4,14,0
4.927979,14917,452,1
15.607887,607,137,1
6.485487,0,0,0
3.325897,0,0,0
9.530245,0,12,0
15.607887,2122,113,1
15.607887,1140,186,1
6.928812,8,25,0
18.626919,736,177,1
7.550954,34,37,0
5.325196,0,60,0
6.026087,116,142,0
15.607887,7362,890,1
12.330742,0,0,1
7.608687,177,103,1
7.481438,159,52,1
3.800749,44,53,0
6.137841,10,46,0
15.607887,1323,191,1
8.149789,140,218,0
7.532459,50,68,0
7.152349,4,9,0
6.310298,79,98,0
3.325897,6,17,0
3.325897,42,66,0
6.429575,0,0,0
5.372638,7,12,0
15.202422,67,9,1
6.235422,464,167,1
12.275682,0,0,1
15.607887,2814,279,1
11.716066,0,0,1
15.607887,4514,110,1
11.166669,362,216,1
7.170449,46,20,1
5.321436,24,52,0
10.987828,1,6,0
6.500711,0,0,0
15.607887,3098,216,1
6.445448,11,112,0
7.696807,0,0,0
7.254637,37,77,1
6.131444,1,9,0
12.275682,0,0,1
3.325897,3,8,0
9.456219,2767,92,1
8.673003,2814,279,1
12.774673,550,151,1
5.909262,704,338,1
12.899837,1087,279,1
6.800312,52,87,0
5.743125,139,169,0
15.607887,75,123,1
12.450887,14,23,0
15.607887,1071,247,1
13.410663,898,134,1
11.097028,13704,539,1
9.700822,507,37,1
18.284214,264,173,1
5.462878,1,8,0
9.353097,0,0,1
6.608867,65,86,0
15.607887,1081,672,1
12.429833,1481,66,1
6.281683,2,22,0
8.24842,1,3,0
8.176349,42,91,0
7.073392,21,26,0
6.939086,34,60,0
3.325897,2,11,0
13.005197,673,111,1
4.872572,6,16,0
8.84458,0,0,1
15.202422,0,0,1
5.420627,3168,171,0
6.615004,8,13,0
14.011413,35,68,1
15.607887,1090,328,1
13.256512,0,0,1
5.972163,2,130,0
7.082013,3,8,0
8.50786,1,9,0
15.607887,61549,792,1
5.175196,13,23,0
6.567513,46,51,0
5.106307,8,9,0
15.607887,474160,1635,1
6.137841,0,9,0
15.607887,165,166,1
6.314097,10,23,0
10.475034,665,102,1
4.498715,128,33,0
10.096477,335,211,1
7.19561,280,38,1
13.356595,624,331,1
9.096507,4,7,0
11.640554,867,27,1
15.607887,18570,134,1
9.321713,41,74,1
6.387337,37,31,1
15.607887,2027,145,1
10.371445,0,83,1
15.607887,12520,406,1
6.671144,3164,326,1
11.957229,1203,25,1
15.607887,75,123,1
11.480753,1490,252,1
5.947154,1,14,0
15.607887,945,304,1
10.968315,14259,166,1
15.607887,178,157,1
3.325897,46,50,0
5.305408,3,4,0
5.207947,197,171,0
7.141148,7627,224,1
6.120296,11,35,0
14.474363,14,234,1
3.780106,71,55,0
12.658339,248,139,1
9.941461,684,63,1
5.93183,17,41,0
15.607887,1556,84,1
15.607887,1632,60,1
10.954523,153,178,1
3.325897,5,9,0
15.607887,0,0,0
4.404831,3,12,0
6.575182,27,33,0
6.128992,2,9,0
6.387337,37,31,1
6.789347,6,5,0
14.91474,164,175,1
6.190611,115,142,0
5.634786,123,117,1
9.941461,4,11,0
10.768864,389,92,1
9.919218,4690,117,1
6.573913,687,152,1
13.661977,498,122,1
15.202422,94,43,1
15.607887,34,33,1
3.550712,6,7,0
15.607887,0,0,1
14.103809,389,22,1
9.253517,99,24,1
15.607887,760,272,1
7.031986,4,33,0
11.21963,3611,560,1
6.387337,1,80,0
9.140188,0,0,0
11.996969,0,0,1
15.607887,362,216,1
5.558675,27,44,0
9.253517,1020,258,1
7.217152,0,16,0
4.590221,209,218,0
7.901493,593,471,0
6.272333,30,39,0
8.777013,1773,662,1
7.902174,19464,252,1
5.321436,24,52,0
15.607887,4492,387,1
15.607887,3149,283,1
5.391221,2,7,0
5.991773,246,194,0
15.607887,3098,216,1
5.585568,45,117,0
9.387297,2129,221,1
13.305301,23,18,0
3.325897,14,16,0
3.325897,14,33,0
9.75493,269,248,1
15.607887,417,194,1
8.200505,1701,113,1
6.895735,11,18,0
10.332326,2363,196,1
8.955454,5281,403,1
7.004552,4,5,0
5.551034,2,35,0
7.506609,4,8,0
15.607887,945,304,1
15.202422,19464,252,1
4.898408,6,20,0
10.828764,1,2,0
15.607887,310,65,1
4.805009,64,72,0
8.455227,2345,118,1
6.392493,0,0,0
6.140039,404,382,1
7.550954,16,48,1
15.607887,653,98,1
6.342688,2,16,0
4.136566,5,9,0
8.655158,227,88,1
15.607887,272,24,1
5.602561,62,69,0
8.49719,3,12,0
5.744472,43,53,0
11.345207,808,14,1
6.432189,2,33,0
12.168259,96,114,1
14.467191,212,142,1
7.279421,12,1,0
15.607887,1794,572,1
5.771071,328,202,0
11.996969,0,0,1
6.358853,2,1,0
12.11138,0,0,1
3.325897,2,10,0
14.691596,7,1,1
3.83615,4,34,0
6.523377,13,16,0
15.607887,12,12,0
6.150706,0,297,0
7.048221,3,10,0
13.042937,121,169,0
6.119235,155,181,0
5.156058,1,3,0
4.816916,0,0,0
8.674952,0,0,0
15.202422,10,10,1
13.256512,1426,273,1
13.980011,575,96,1
3.325897,5,12,0
10.574186,392,55,1
8.176349,60,94,0
4.937078,2,103,0
8.399285,10,8,0
5.673853,93,100,0
11.080678,155,52,1
15.607887,1723,237,1
5.75737,39,65,0
7.06068,5,11,0
10.371445,1,4,0
5.220069,10,22,0
9.824061,2723,316,1
5.362868,0,5,0
15.607887,61549,792,1
13.005197,286,80,1
6.302767,23,69,0
12.389011,2,13,0
5.254198,20,47,0
11.441222,146,144,0
15.607887,98,129,1
12.389011,0,0,0
7.77593,1,6,0
8.673003,2814,279,1
10.241044,122,87,1
5.625589,85,169,0
7.506609,286,307,0
3.325897,0,0,0
6.241489,295,94,1
15.607887,322,148,1
6.579052,169,73,0
10.7637,0,0,1
6.797491,1,10,0
15.607887,3207,911,1
3.446529,0,0,0
6.340035,32881,156,0
3.325897,29,53,0
7.984171,18,16,0
7.795246,6,12,0
8.567467,133,181,1
8.538735,436,348,1
15.607887,214,36,1
9.331244,31,47,0
12.892876,329,254,1
6.295327,12,24,0
10.610675,683,28,1
7.629181,1,8,0
5.325196,1,68,0
15.607887,392,75,1
15.607887,210,131,1
15.607887,5631,376,1
5.004733,2,26,0
15.607887,263,27,1
10.610675,683,28,1
5.662741,5,9,0
15.607887,474160,1635,1
6.235422,2,9,0
5.364523,8,42,0
12.190161,3794,871,1
15.607887,4492,387,1
5.535201,48,46,0
15.607887,932,345,1
11.529342,3883,195,1
5.778051,37,56,0
6.09508,1,21,0
7.861154,2751,300,1
9.139791,19,29,1
4.836792,2,6,0
6.741361,0,6,0
10.953564,3,11,0
6.382494,17,7,0
6.864321,5631,376,1
10.992766,200,203,0
8.332715,7595,46,1
15.607887,0,0,1
15.607887,1181,167,1
9.333125,1033,57,1
15.202422,208,83,1
8.943901,25,33,0
12.96883,6,72,0
15.607887,862,119,1
15.607887,557,250,1
6.981959,4,4,0
6.689133,0,0,0
10.423299,235,46,1
8.595772,0,0,1
7.849823,1,3,0
6.64232,119,61,0
15.607887,0,0,1
13.042937,1048,282,1
5.637711,8,25,0
9.731553,14,16,0
8.452507,3,10,0
8.228462,5,7,0
4.702438,10,23,0
15.607887,442,108,1
7.828941,1335,100,1
15.202422,208,83,1
5.929386,9,31,0
15.607887,178,61,1
10.902871,480,137,1
10.729322,44,111,1
15.607887,7847,119,1
13.042937,0,0,1
9.75493,7,10,1
11.366507,915,207,1
6.79207,3,12,0
5.965793,47,72,0
7.040052,146,69,1
4.95902,2,6,0
15.607887,389,22,1
8.674952,347,296,0
15.202422,2681,281,1
6.575182,160,89,0
10.725085,793,67,1
5.965064,26,33,0
8.151835,704,338,1
15.607887,933,521,1
3.325897,46,50,0
6.612952,41,46,0
8.50695,7,12,0
15.607887,1709,797,1
7.126997,0,0,0
15.607887,707,171,1
10.40388,1753,299,1
6.038224,0,0,0
5.227298,110,194,0
15.607887,178,32,1
3.321441,153,146,0
14.103809,389,22,1
5.558675,3,18,0
13.256512,227,54,1
5.978614,47,47,0
6.567011,44,66,0
5.467529,441,332,0
8.015615,6,20,0
6.131444,267,32,1
4.757723,128,149,0
6.633787,21,25,0
15.607887,499,91,1
5.051742,18,15,0
5.98515,9,32,0
7.498106,75,37,1
10.622005,31,38,0
6.345354,4,3,0
13.661977,0,0,1
15.607887,481,113,1
11.505243,7,4,0
11.665889,1873,193,1
7.970008,122,130,0
5.802205,2,9,0
12.637472,0,0,1
12.275682,0,0,1
15.607887,4294,151,1
15.607887,105,17,1
14.649196,18,4,1
15.607887,471,232,1
2.944993,9,21,0
5.237517,23,37,0
6.861265,89,18,0
14.691596,7,1,1
8.727621,2,12,0
10.603024,901,170,1
5.325196,1,68,0
6.861265,4,11,0
13.042937,0,0,1
4.793624,2,5,0
6.345058,819,152,1
5.418601,6,7,0
8.596221,3710,165,1
15.607887,317,251,1
15.607887,59,18,1
2.411042,20,62,0
3.95112,4,5,0
15.607887,474160,1635,1
6.974607,82,26,1
7.267628,1,9,0
6.554315,61,91,0
15.607887,749,150,1
7.532459,3,6,0
6.602805,61,70,0
7.254637,37,77,1
5.807266,10,15,0
15.607887,663,886,1
3.822098,5,18,0
15.607887,3510,215,1
15.607887,206,146,1
6.058146,732,248,1
8.61717,39,61,0
7.66124,0,0,0
5.65211,0,0,0
3.325897,46,50,0
10.927054,2306,292,1
11.388379,79,31,1
15.607887,217,63,1
15.607887,235,46,1
3.325897,42,66,0
15.607887,2192,212,1
5.923344,100,206,0
13.661977,0,0,1
15.607887,893,361,1
4.497256,48,76,0
15.202422,3816,413,1
6.150706,0,297,0
6.184878,65,74,0
10.514137,130,36,0
8.104768,2,7,0
15.607887,0,0,1
8.604367,11,10,0
7.514272,13,83,0
15.607887,438,351,0
15.607887,224,564,1
6.686822,7,37,0
13.57457,560,517,1
15.607887,0,0,1
6.482172,169,120,0
6.447969,1,10,0
7.077688,538,361,1
6.459619,38,76,0
10.423299,235,46,1
13.256512,227,54,1
3.325897,9,17,0
12.539834,1479,228,1
6.156025,1,9,0
7.19561,280,38,1
15.607887,196,12,1
6.993155,1,17,0
15.607887,2666,130,1
7.382749,10,105,0
10.824717,7762,511,1
15.607887,166,86,1
5.806138,7,12,0
9.289821,862,119,1
4.887687,30,20,0
15.607887,0,0,1
15.607887,597,225,1
8.062398,12,22,0
6.628256,11,33,0
6.404121,8,120,0
5.325196,191,223,0
15.202422,0,0,1
8.777013,1773,662,1
2.528248,45,59,0
15.607887,1794,572,1
6.204608,1,10,0
15.607887,1033,57,1
9.438276,32,43,0
15.607887,893,361,1
6.278303,0,0,0
6.569421,10,8,0
6.008421,11,89,0
15.202422,10,8,1
3.325897,3,120,0
7.158308,1599,860,1
15.607887,881,131,1
5.732376,6,8,0
6.449918,2,7,0
8.888495,242,244,1
8.583238,1632,60,1
15.607887,238,73,1
15.607887,1335,100,1
10.423299,235,46,1
5.895087,8,20,0
6.372843,10,111,0
5.799724,44,301,0
6.573256,1,12,0
9.558153,1511,162,1
7.489717,19,20,0
5.780195,2,9,0
7.362028,1,12,0
3.659711,5,43,0
4.36393,2,30,0
14.509275,47,42,0
10.978025,0,0,1
10.079186,1690,646,1
11.582536,1171,87,1
6.607193,9,10,0
12.344656,5193,736,1
6.640231,7,19,0
5.807266,19,35,0
7.322541,34,11,1
9.976675,0,0,1
13.816128,3,3,1
9.321713,0,0,0
6.882978,6,15,0
11.716066,181,116,1
5.325196,92,126,0
12.409216,0,0,1
12.450887,0,0,1
6.323053,47,38,0
5.366345,2,5,0
11.017831,0,0,1
15.607887,681,197,1
15.607887,0,0,1
7.069126,1,10,0
5.999421,8,24,0
5.741923,170,295,0
11.23213,0,0,1
6.991497,182,122,0
10.45171,2,18,0
5.325196,34,48,0
10.214259,1448,249,1
15.607887,8843,566,1
6.024487,28,37,0
15.607887,2814,279,1
8.583238,1632,60,1
15.607887,645,224,1
7.137783,63,98,0
10.469152,553,157,1
10.702612,0,0,1
6.272333,28,35,0
6.974607,58,39,0
6.58277,230,242,0
7.147123,369,151,0
15.607887,2235,414,1
14.103809,389,22,1
3.325897,386,376,0
12.516845,0,0,1
3.325897,36,60,0
3.325897,23,47,0
15.607887,0,0,1
6.935642,15,33,0
5.396608,13,15,0
12.804525,0,0,1
5.325196,0,57,0
10.379456,263,23,1
7.310933,0,17,0
15.607887,0,0,1
13.256512,1426,273,1
13.903139,0,0,1
6.079471,35,43,0
16.864338,303,187,1
15.607887,827,465,1
9.289821,862,119,1
6.819977,4,19,0
11.790175,0,0,1
8.324439,5,9,0
10.577449,360,356,1
13.16554,538,55,1
3.325897,9,7,0
15.607887,2844,59,1
15.202422,9,13,0
15.607887,1081,672,1
6.346691,6,19,0
15.202422,55,112,1
6.040763,3,25,0
9.73859,0,0,1
7.441616,11,20,0
5.470628,4,7,0
6.302673,2,14,0
7.457242,2,12,0
8.674952,1008,932,0
6.404121,13,32,0
15.607887,1642,259,1
9.456219,0,0,1
11.017831,0,0,1
7.368859,262,95,1
15.607887,1335,100,1
8.435622,3,23,0
15.607887,268,119,1
5.871425,6,25,0
5.800277,65,147,0
5.333195,1,4,0
6.499127,6,19,0
11.244788,1487,344,1
7.622968,68,69,0
6.867393,6,6,0
15.607887,128,163,1
15.607887,4492,387,1
15.607887,507,37,1
6.521469,60,28,0
8.151835,704,338,1
6.858224,0,0,0
15.607887,63045,1205,1
15.607887,102318,1198,1
6.050601,82,122,0
6.861265,8,14,0
15.607887,4347,180,1
6.732254,55,50,0
9.941461,17,27,0
6.733911,63,62,0
15.607887,597,225,1
15.607887,0,0,1
6.43189,105,137,1
3.325897,2,13,0
15.607887,389,22,1
6.84028,2,18,0
4.458109,12,16,0
15.607887,96,50,1
7.532837,23,12,0
13.256512,1426,273,1
6.830988,49,55,0
4.905155,2,22,0
19.524801,1140,317,1
5.864303,3,7,0
9.046149,6019,16,1
5.39442,337,355,0
5.616065,1,110,0
15.607887,334,62,1
6.939086,0,0,0
5.39442,337,355,0
15.607887,1147,234,1
6.232071,20,34,0
15.202422,208,83,1
5.572584,4,9,0
5.226618,66,43,0
9.976675,0,0,1
6.628256,14,124,0
7.193636,2,10,0
15.607887,874,314,1
15.607887,1446,148,1
15.607887,0,0,1
5.151032,0,19,0
11.166669,362,216,1
15.607887,43274,1219,1
7.612577,221,47,0
6.521469,6,37,0
16.27742,166,160,1
15.607887,149,107,1
9.991116,93,53,0
15.607887,471,232,1
6.518073,16,5,0
15.607887,353,51,1
6.240435,7,2,0
5.215438,17,58,0
14.91474,60,52,1
6.733911,5,18,0
15.607887,2814,279,1
7.055364,6,11,0
3.325897,2,13,0
15.607887,401,145,1
6.433524,41,38,0
13.467821,758,240,1
3.325897,43,47,0
6.417649,2,8,0
15.607887,1923,109,1
5.962887,7,30,0
6.582946,133,169,0
12.240591,0,0,0
10.982914,0,0,1
7.881233,125,126,0
10.992766,210,221,0
9.955651,1690,646,1
4.458109,30,45,0
10.008978,1690,646,1
7.069126,69,153,1
5.406048,12,8,0
15.607887,597,51,1
7.158207,25,38,0
14.622282,14,234,1
5.420627,8,32,0
5.420627,3,6,0
15.607887,820,106,1
12.745687,334,62,1
15.607887,334,62,1
6.130693,1,15,0
9.748527,327,38,1
4.285364,1,6,0
6.014251,35,10,0
11.716066,0,0,1
4.603381,185,217,0
15.607887,6945,708,1
6.855197,164,195,0
15.202422,205,177,1
12.899837,0,0,1
12.275682,0,0,1
5.859036,223,65,0
10.292221,3098,216,1
5.978614,27,38,0
11.207284,0,0,1
6.06493,61,79,0
8.036728,272,332,0
15.607887,767,311,1
5.703536,14494,1193,1
4.921348,25,27,0
6.414477,70,81,0
4.980719,2,2,0
15.607887,606,471,1
7.330564,7362,890,1
15.607887,182,78,1
11.303821,1897,224,1
5.607053,0,0,0
14.103809,82,16,1
6.076984,6,8,0
5.01823,57,11,0
15.607887,0,0,1
6.272333,1,21,0
5.471287,7,16,0
15.607887,58,24,1
9.693033,2761,302,1
5.929057,23,26,0
7.217152,7,10,0
15.607887,61549,792,1
6.141001,3,12,0
6.151685,4,12,0
6.873586,0,14,0
15.607887,2827,258,1
6.805868,99,14,1
8.674952,22,68,0
5.931119,4,17,0
15.607887,532,310,1
5.588535,137,193,0
7.506609,3164,1102,1
8.583238,1632,60,1
7.87486,6,14,0
5.661397,1,8,0
6.4933,13,54,0
6.811473,0,7,0
5.71798,21,21,0
15.607887,484,33,1
6.007902,1,13,0
5.39442,337,354,0
5.179186,8,7,0
4.93761,497,200,0
4.5934,31,48,0
8.002829,528,28,1
7.020082,221,99,1
5.831177,373,370,0
12.052539,10076,243,1
11.543846,471,232,1
9.197622,19,19,0
15.202422,208,83,1
15.607887,147,172,1
6.08695,6,28,0
8.675927,4958,422,1
6.925424,17,14,0
3.325897,2,12,0
7.141148,7627,224,1
12.690115,377,60,1
6.075247,0,6,0
6.459554,12,16,0
15.607887,0,0,1
7.730755,429,383,1
12.275682,0,0,1
15.607887,389,22,1
6.127662,6,37,0
10.826086,3092,373,0
9.761448,1167,488,1
5.003213,23,27,0
10.045284,1097,55,1
7.069914,2,5,0
15.607887,683,28,1
5.868343,1,5,0
11.393538,362,216,1
4.757723,19,52,0
7.051905,0,25,0
15.607887,127,215,1
9.333125,1033,57,1
15.607887,0,0,1
6.410018,3,7,0
5.385732,3,3,0
5.625589,7,9,0
8.05681,13,27,0
4.824765,5,30,0
4.485976,1,6,0
5.798854,54,67,0
6.367095,25,26,0
7.246186,2566,719,1
11.086099,44,111,1
15.607887,474160,1635,1
15.607887,474160,1635,1
9.871314,458,473,0
5.927204,0,0,1
5.806138,7,17,0
6.908756,7,6,0
6.174895,77,90,0
6.281912,338,14,0
9.727253,3,9,0
13.305301,499,82,1
11.480753,6,7,0
8.994503,1665,396,1
14.847052,241,50,1
15.607887,2814,279,1
10.849996,6024,497,1
11.370634,1521,139,1
5.771071,2,8,0
10.392951,7776,258,1
15.202422,208,83,1
5.923344,5,78,0
15.607887,7595,46,1
6.184604,28,46,0
5.145983,48,67,0
8.74903,0,8,0
6.657538,2,18,0
5.867061,2,13,0
3.325897,74,96,0
15.607887,1642,259,1
5.906199,12,31,0
5.720611,8,10,0
15.607887,688,134,1
5.420627,4,7,0
7.020082,221,99,1
15.607887,1166,230,1
15.607887,9486,626,1
8.971952,56,76,0
13.312259,31523,279,1
15.607887,181,116,1
7.048221,56,99,0
12.09634,283,62,0
6.628256,1,29,0
4.623132,3,13,0
7.309915,9,12,0
5.867061,1,6,0
5.036262,0,5,0
9.703889,12520,406,1
15.607887,2902,239,1
11.621153,391,85,1
6.423492,5,7,0
5.947154,0,8,0
6.584902,32,89,0
3.415494,3,66,0
14.509275,216,153,1
7.884767,0,0,1
6.252453,8,18,0
3.762823,17,104,0
15.607887,710,25,1
9.976675,6,11,0
6.372843,6,30,0
9.283528,3909,497,1
5.237517,23,37,0
15.607887,3469,260,1
5.558675,27,44,0
5.440087,52,57,0
7.498106,75,37,1
6.247866,15,18,0
8.497162,3,5,1
15.607887,4347,180,1
4.870551,19,43,0
7.444732,1,11,0
12.96883,90,15,1
7.866401,125,137,0
13.305301,499,82,1
15.607887,9045,196,1
11.23213,3510,215,1
10.893863,0,0,0
10.475034,665,102,1
5.135819,54,60,0
7.058307,1852,206,1
4.446702,29,41,0
7.069126,3,13,0
6.04817,1,16,0
15.202422,0,0,1
15.607887,171,170,1
6.404121,4,38,0
6.532319,10,9,0
12.389011,57,38,1
6.579052,1817,292,1
5.486177,35,164,0
15.607887,839,444,1
8.422879,306,35,1
5.962887,59,89,0
6.960156,150,153,0
5.66561,5,5,0
15.607887,667,894,1
5.551034,17,30,0
15.607887,2589,77,1
6.500711,97,121,0
10.066648,788,78,1
6.889325,134,150,0
5.842957,18,31,0
9.283528,3909,497,1
11.919008,0,0,1
6.642067,23,38,0
7.762079,0,2,0
12.010249,611,200,1
5.740377,5,51,0
5.438299,64,167,0
11.736986,339,113,1
8.041904,896,676,1
5.685089,0,0,0
6.48716,0,0,0
6.26173,2,39,0
7.273497,223,171,0
6.500711,0,0,0
6.057303,5,11,0
5.641877,3,3,0
7.190777,298,252,1
15.607887,567,173,1
10.390238,363,19,1
15.607887,4461,412,1
6.429575,659,305,0
6.182816,4,77,0
7.706714,3,5,0
11.182046,645,295,1
11.091547,0,0,1
5.115013,1,1,0
15.607887,474160,1635,1
5.421845,6,20,0
15.607887,7595,46,1
10.815214,92,75,1
15.202422,3707,621,1
7.447918,9,11,1
9.51572,4053,567,1
14.103809,389,22,1
6.483814,100,117,0
17.272297,1182,347,1
7.09962,5,11,0
6.892521,8,12,0
13.381359,2083,193,1
15.607887,0,0,1
10.469152,13436,930,1
7.16547,89,115,0
15.607887,523,428,1
15.607887,2814,279,1
5.195119,910,46,0
5.66215,114,196,0
7.069126,69,153,1
6.864321,5631,376,1
15.607887,131,38,1
5.706285,1,7,0
11.086099,0,0,1
5.492538,91,16,0
10.227989,1223,50,1
5.408279,48,63,0
15.607887,1642,259,1
5.321436,24,52,0
6.093259,23,21,0
8.673003,2814,279,1
15.607887,2122,113,1
3.511302,0,0,1
7.240355,0,0,1
8.283068,16,77,0
11.136249,4,19,0
15.607887,5365,507,1
6.621202,162,189,0
6.781247,762,355,1
15.607887,704,338,1
12.11138,232,78,1
14.103809,3,5,1
6.935642,15,20,0
14.879644,389,22,1
15.607887,1141,588,1
6.846204,0,0,0
8.719824,715,82,0
5.131836,8,26,0
12.11138,10954,33,1
8.81488,5,52,0
15.607887,4,17,0
8.596221,3710,165,1
4.971192,21,635,0
8.041904,1,17,0
7.782369,99671,1058,1
5.780195,41,105,0
15.607887,1642,259,1
10.342609,4,19,0
15.607887,0,0,1
7.831158,14,87,0
5.703536,14494,1193,1
9.161373,42623,1149,1
12.11138,232,78,1
6.895735,855,221,1
15.607887,1062,299,1
9.242276,5,12,0
7.569613,17,7,0
12.690115,377,60,1
7.550954,723,144,0
15.607887,545,305,1
5.705342,57,81,0
7.027993,3,4,0
6.457704,5,10,0
5.123297,5,11,0
11.676062,0,0,1
7.229956,0,6,0
6.606665,5,112,1
7.532459,79,80,0
4.813237,12,57,0
3.871566,7,86,0
6.546896,3,9,0
9.214296,3245,193,1
7.239085,4,7,0
6.484415,47,58,0
6.54897,511,113,1
6.076984,89,123,0
12.257983,1345,460,1
6.978272,112,129,0
9.824061,2723,316,1
5.918695,2,6,0
5.818086,159,89,0
2.536085,51,63,0
7.89455,366,136,1
10.992766,207,206,0
6.457339,1,11,0
6.811473,3,18,0
10.060473,0,0,0
4.923021,7,95,0
15.607887,0,0,1
15.607887,952,306,1
10.163306,13833,102,1
15.607887,1773,662,1
5.421845,11,31,0
15.607887,310,65,1
9.976675,7157,399,1
10.246424,469,42,1
5.627041,0,0,0
9.530245,0,12,0
11.480753,4,17,0
5.979771,385,225,1
7.206354,0,39,0
8.841696,1287,215,1
13.937313,28,29,1
15.607887,663,882,1
5.624508,7,10,0
15.202422,2681,281,1
7.850622,14,48,0
9.223474,2,5,0
6.623282,0,5,0
6.387337,37,31,1
3.325897,386,376,0
15.607887,2666,130,1
15.607887,164,63,1
7.19259,17,15,0
15.607887,0,0,1
15.607887,145,16,1
6.807363,33,36,0
7.59728,4,17,0
15.607887,471,232,1
4.506982,111,74,0
5.123297,3,10,0
12.268552,1147,234,1
15.607887,7362,890,1
15.607887,7776,258,1
15.607887,389,22,1
15.202422,49,101,1
15.607887,180,112,1
15.202422,1085,387,1
6.137841,0,9,0
6.56149,52,70,0
6.819977,26,13,0
6.659741,937,146,1
12.49437,485,82,1
15.607887,684,63,1
9.247448,2,10,0
10.256029,122,87,1
6.834412,38,101,0
13.467821,3,7,0
9.48979,0,0,1
5.972373,61,54,0
7.966054,10,11,0
15.202422,0,0,1
6.575182,151,102,0
15.607887,1773,662,1
5.39442,337,355,0
7.743132,4,14,0
10.454596,9,20,0
7.434594,1525,343,0
9.247448,8,20,0
15.202422,25,24,1
6.69378,813,24,0
6.686822,64,51,0
13.946249,1634,228,1
15.607887,0,0,1
6.112302,0,11,0
15.607887,4492,387,1
5.325196,47,56,0
3.334827,66,32,0
12.35182,6,9,1
6.280706,40,85,0
6.120296,0,33,0
10.422071,62,109,1
5.776423,10,19,0
14.691596,12,9,1
15.607887,2424,305,1
5.965793,27,39,0
5.884217,2,16,0
6.569421,0,0,0
6.358758,1,6,0
15.607887,310,138,1
15.607887,704,338,1
7.461027,612,584,1
6.567513,46,70,0
12.330742,899,170,1
9.183828,3282,369,1
9.79525,1048,25,1
5.325196,18,13,0
7.211788,66,185,1
15.607887,188,19,1
8.631072,15,31,0
7.152184,0,3,0
9.907443,6,12,0
15.607887,730,94,1
15.607887,61,48,1
5.842957,222,8,0
7.16547,5,12,0
15.607887,645,295,1
12.409216,475,156,1
7.020082,389,222,0
11.265578,2405,239,1
7.75576,487,380,1
11.207284,0,0,1
11.166669,362,216,1
7.837396,1,46,0
5.860263,127,47,0
6.571336,160,163,0
13.16554,1040,334,1
15.202422,193,59,1
7.212409,64737,1047,1
15.607887,14494,1193,1
11.290399,0,0,1
15.607887,1090,227,1
5.325196,1,68,0
6.337392,68,137,0
15.607887,0,0,0
15.607887,14494,1193,1
15.607887,5365,507,1
7.931322,37,42,0
15.607887,2660,542,1
6.61913,3,8,0
11.870217,969,237,1
6.868043,129,132,1
3.325897,137,25,0
15.607887,1690,646,1
